entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2025-07-29,18.164779528876608,2025-08-06,19.213005129050504,LONG,550,576.5240800956432
2026-02-06,2.0393174813660333,2026-04-16,2.1489811736177833,LONG,4903,537.6810831103302
