entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2017-08-22,49.6692226797662,2020-03-02,91.11686034364358,LONG,201,8330.975170439353
2020-03-02,91.11686034364358,2020-05-12,120.81136580729427,SHORT,109,-3236.7010955379246
2020-05-12,114.18382071282599,2020-08-04,147.7052246491373,SHORT,87,2916.3621424590847
2020-08-04,147.7052246491373,2020-09-16,104.48706241505849,LONG,67,-2895.616869683281
2020-09-16,110.77892298678913,2026-06-03,9205.0,LONG,90,818479.896931189
