entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2017-08-22,0.5503845309902544,2018-06-21,0.476843668173097,LONG,18169,-1336.1639365249334
2020-08-27,0.25467525200102403,2022-09-13,0.5452735054849823,LONG,39265,11410.340423047623
2022-12-13,0.5053416281140104,2024-05-28,0.784910054290814,LONG,19788,5532.100017186589
