entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2017-08-22,30.556514970590158,2018-08-15,35.17852707321046,LONG,327,1511.3979575568392
2018-08-15,35.17852707321046,2019-02-04,49.78867599353549,SHORT,284,-4149.282293372309
2019-02-04,49.66380183356155,2019-03-06,48.52210302038856,SHORT,201,-229.4814614477703
2019-03-06,48.52210302038856,2019-08-12,37.06945874309133,LONG,206,-2359.2447211232297
2019-08-12,45.78117043945467,2019-08-26,29.74986304881794,LONG,218,-3494.8250111588072
2019-08-26,29.994559064007444,2019-10-09,39.22972441889341,LONG,333,3075.310063177027
2019-10-09,39.22972441889341,2020-10-07,30.905393612339488,SHORT,254,-2114.3800248646967
2020-10-07,30.905393612339488,2025-09-24,2712.044774401473,LONG,323,866008.0199948902
2025-09-24,2712.044774401473,2025-10-29,4110.0069129201875,SHORT,3,-4193.886415556142
2025-10-29,3632.2027399350773,2025-11-18,4322.321269882877,SHORT,2,1380.2370598955986
2025-11-18,4322.321269882877,2026-06-03,4122.5,LONG,2,-399.6425397657531
