entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2016-09-01,0.3534500555506236,2018-02-26,2.5350250047459233,LONG,28292,61721.118462633414
2018-11-01,1.05676413700203,2018-11-08,1.0570273606857286,LONG,9462,2.490622495155934
2019-01-02,1.0856569416683477,2019-03-28,1.0641384443504063,LONG,9211,-198.20687879555842
2019-06-03,1.2393369397625562,2019-08-12,0.9170906078459543,LONG,8068,-2599.883405903144
2019-08-12,0.8467918099315309,2019-08-16,0.6671808524170636,LONG,11809,-2121.0257972883446
2019-11-06,0.47137677570395814,2019-11-20,0.4242471701713032,LONG,21214,-999.8074517697419
2020-01-24,0.4356675688075071,2020-02-14,0.33928698566800874,LONG,22953,-2212.223524800906
2020-06-10,0.2626775136083414,2020-09-18,0.20335674378417024,LONG,38069,-2258.2823864363722
2020-11-26,0.26013067812005436,2021-01-25,0.20822425860853594,LONG,38442,-1995.3865788617911
2021-06-04,0.23745713833832272,2021-12-02,0.3656887786432323,LONG,42112,5400.090836520352
2022-01-18,0.34686250567511323,2022-01-27,0.29157487246399677,LONG,28829,-1593.8871778432765
2022-03-03,0.46040758818976374,2022-05-12,0.3730763819435877,LONG,21719,-1896.7464684606969
2022-08-23,0.39641610949427286,2022-10-31,0.4578509444889559,LONG,25226,1549.7551475758746
2022-11-25,0.562673821556114,2023-03-28,0.8366476775852714,LONG,17772,4869.063369350185
2023-05-12,1.0932934549665505,2023-07-20,1.0424161731041333,LONG,9146,-465.3236199136681
2023-11-29,1.06536681569561,2024-03-05,1.3951540700876868,LONG,9386,3095.3831697240325
2024-04-15,1.7233846080836497,2024-07-05,1.771546572489354,LONG,5802,279.4357174818964
2024-07-11,1.8846864378440038,2024-07-18,1.9853143613853592,LONG,5305,533.8311343868904
2024-08-16,1.8743247208157312,2025-01-31,2.940812100148855,LONG,5335,5689.710168742216
2025-05-26,2.9216321991828353,2025-07-14,2.044480264868512,LONG,3422,-3001.613919223614
2025-08-29,2.3037870115470285,2025-09-15,1.7740077175260789,LONG,4340,-2299.242136050921
2025-11-12,2.972918833522487,2026-02-06,2.694930048073369,LONG,3363,-934.8762854653834
2026-04-07,3.098593940955956,2026-05-14,2.618585191509274,LONG,3227,-1548.9882344644423
