start_date,end_date,symbols,net_profit,cagr,sharpe,max_drawdown,pct_profitable,avg_win_loss,profit_factor,final_equity
2024-01-01,2026-12-31,"ALUA,BBAR,BMA,BYMA,CEPU,COME,CRES,ECOG,EDN,GGAL,LOMA,METR,PAMP,SUPV,TGNO4,TGSU2,TRAN,TXAR,VALO,YPFD",298701.8570703764,0.11491254895956438,0.5966125910646974,-0.3196899224593973,41.81818181818181,3.729059764227821,2.6802617055387463,1301172.9677861826
