date,equity
2025-04-28,1381010.3234466685
2025-04-29,1383362.4997282454
2025-04-30,1354805.7337735463
2025-05-05,1315866.0876245536
2025-05-06,1342700.038277548
2025-05-07,1348194.8964624223
2025-05-08,1343332.8758235238
2025-05-09,1375254.1214835579
2025-05-12,1401970.1543508368
2025-05-13,1432966.675827778
2025-05-14,1448968.6676506405
2025-05-15,1442178.5796021258
2025-05-16,1434003.2270726105
2025-05-19,1469588.1585547521
2025-05-20,1473340.215434786
2025-05-21,1448248.0764103534
2025-05-22,1455650.9586790847
2025-05-23,1460038.5756719941
2025-05-26,1467949.5925401393
2025-05-27,1452805.068366909
2025-05-28,1441577.620496207
2025-05-29,1419236.3744187304
2025-05-30,1414065.2975135914
2025-06-02,1402103.4861691506
2025-06-03,1404157.2680219477
2025-06-04,1387991.5196447659
2025-06-05,1387068.0397836128
2025-06-06,1393028.5676880123
2025-06-09,1386533.8349233652
2025-06-10,1397872.972348895
2025-06-11,1391918.6069376927
2025-06-12,1396793.278495668
2025-06-13,1385168.1512944158
2025-06-17,1378417.1609468504
2025-06-18,1378147.344514657
2025-06-19,1381070.0985907658
2025-06-23,1370234.7700375007
2025-06-24,1382060.4827245225
2025-06-25,1376452.3004814477
2025-06-26,1376722.2401566363
2025-06-27,1376028.0000532088
2025-06-30,1374120.305080723
2025-07-01,1372968.1307897961
2025-07-02,1372968.1307897961
2025-07-03,1372968.1307897961
2025-07-04,1372968.1307897961
2025-07-07,1372968.1307897961
2025-07-08,1372968.1307897961
2025-07-10,1372968.1307897961
2025-07-11,1372968.1307897961
2025-07-14,1372968.1307897961
2025-07-15,1372968.1307897961
2025-07-16,1372968.1307897961
2025-07-17,1372968.1307897961
2025-07-18,1372968.1307897961
2025-07-21,1372968.1307897961
2025-07-22,1372968.1307897961
2025-07-23,1372968.1307897961
2025-07-24,1372968.1307897961
2025-07-25,1372968.1307897961
2025-07-28,1372968.1307897961
2025-07-29,1372968.1307897961
2025-07-30,1372968.1307897961
2025-07-31,1372968.1307897961
2025-08-01,1372968.1307897961
2025-08-04,1372968.1307897961
2025-08-05,1372968.1307897961
2025-08-06,1372968.1307897961
2025-08-07,1372968.1307897961
2025-08-08,1367935.1960236258
2025-08-11,1368832.878003797
2025-08-12,1369682.7421433954
2025-08-13,1367120.8275189067
2025-08-14,1364577.591340659
2025-08-18,1364181.2001983183
2025-08-19,1359636.5062389348
2025-08-20,1360337.4677252977
2025-08-21,1362422.2822122213
2025-08-22,1360898.7246530738
2025-08-25,1356279.2489737475
2025-08-26,1357886.836755005
2025-08-27,1353026.2363184968
2025-08-28,1353324.6981329604
2025-08-29,1354215.3135712086
2025-09-01,1348512.1898229416
2025-09-02,1347899.3608885692
2025-09-03,1345193.9806592446
2025-09-04,1346292.9943824203
2025-09-05,1344823.5580441495
2025-09-08,1326944.5359265674
2025-09-09,1329397.0163131878
2025-09-10,1333167.6409615926
2025-09-11,1330508.2241762385
2025-09-12,1326343.7183401512
2025-09-15,1324820.6722759868
2025-09-16,1326296.2583651862
2025-09-17,1325460.615959347
2025-09-18,1323074.1452803977
2025-09-19,1323412.3781008536
2025-09-22,1326622.7359614237
2025-09-23,1326136.5277818346
2025-09-24,1327191.8705262162
2025-09-25,1326236.1894262477
2025-09-26,1325306.2578076944
2025-09-29,1324650.8228299113
2025-09-30,1324019.2120369761
2025-10-01,1322735.136999291
2025-10-02,1322735.136999291
2025-10-03,1322735.136999291
2025-10-06,1322735.136999291
2025-10-07,1322735.136999291
2025-10-08,1322735.136999291
2025-10-09,1322735.136999291
2025-10-13,1322735.136999291
2025-10-14,1322735.136999291
2025-10-15,1322735.136999291
2025-10-16,1322735.136999291
2025-10-17,1322735.136999291
2025-10-20,1322735.136999291
2025-10-21,1322735.136999291
2025-10-22,1322735.136999291
2025-10-23,1322735.136999291
2025-10-24,1322735.136999291
2025-10-27,1322735.136999291
2025-10-28,1322735.136999291
2025-10-29,1322735.136999291
2025-10-30,1322735.136999291
2025-10-31,1322735.136999291
2025-11-03,1322735.136999291
2025-11-04,1322735.136999291
2025-11-05,1322735.136999291
2025-11-06,1322735.136999291
2025-11-07,1322735.136999291
2025-11-10,1322735.136999291
2025-11-11,1322735.136999291
2025-11-12,1322735.136999291
2025-11-13,1322735.136999291
2025-11-14,1322735.136999291
2025-11-17,1322735.136999291
2025-11-18,1322735.136999291
2025-11-19,1322735.136999291
2025-11-20,1322735.136999291
2025-11-21,1322735.136999291
2025-11-25,1322735.136999291
2025-11-26,1322735.136999291
2025-11-27,1322735.136999291
2025-11-28,1322735.136999291
2025-12-01,1322735.136999291
2025-12-02,1322735.136999291
2025-12-03,1322735.136999291
2025-12-04,1322735.136999291
2025-12-05,1322735.136999291
2025-12-09,1322735.136999291
2025-12-10,1322735.136999291
2025-12-11,1322735.136999291
2025-12-12,1322735.136999291
2025-12-15,1322443.3589550764
2025-12-16,1323191.3608629955
2025-12-17,1322477.901174581
2025-12-18,1323658.913205453
2025-12-19,1321347.5270248107
2025-12-22,1320208.6530775425
2025-12-23,1317355.0850387942
2025-12-24,1320545.6208029825
2025-12-26,1319866.5468647075
2025-12-29,1309605.5680877573
2025-12-30,1309665.8230367673
2026-01-02,1307233.6234251389
2026-01-05,1315911.2482651044
2026-01-06,1309408.8283109653
2026-01-07,1303628.1328109133
2026-01-08,1316861.4900186583
2026-01-09,1319719.222936134
2026-01-12,1314468.147445538
2026-01-13,1314920.6506681498
2026-01-14,1302326.70351782
2026-01-15,1299090.6365927057
2026-01-16,1308552.4187251776
2026-01-19,1306599.2020837818
2026-01-20,1304009.6071554245
2026-01-21,1340790.9994748416
2026-01-22,1340910.0259097123
2026-01-23,1343785.7589389547
2026-01-26,1359450.123480461
2026-01-27,1388648.4989477154
2026-01-28,1377009.000591565
2026-01-29,1387472.4684732566
2026-01-30,1369847.3262818214
2026-02-02,1353303.1787968106
2026-02-03,1352829.811959708
2026-02-04,1330399.0544001276
2026-02-05,1267137.4454834068
2026-02-06,1306358.6899071485
2026-02-09,1324716.7266450224
2026-02-10,1334055.2619071552
2026-02-11,1337044.879561173
2026-02-12,1265058.605658667
