ticker,entry_date,entry_price,exit_date,exit_price,side,shares,pnl
TGNO4,2021-06-03,0.22976283946732767,2021-08-09,0.2546402517448381,LONG,215092,5350.932361594277
TRAN,2021-06-02,0.14961153199841742,2021-08-20,0.15879176712198537,LONG,407807,3743.764145036872
METR,2021-06-09,0.14583441346414816,2021-08-23,0.15783154187226608,LONG,304991,3659.016190320294
BYMA,2021-08-13,0.0430898715784968,2021-08-23,0.03982102608121645,LONG,3124327,-10212.942245981418
LOMA,2021-05-18,1.1653388642313158,2021-09-17,1.291720875795614,LONG,98689,12472.514339269022
ALUA,2021-05-28,0.28693116764358306,2021-09-28,0.2982853149929617,LONG,262517,2980.6566997168266
BYMA,2021-09-06,0.04384186522027255,2021-09-30,0.04139263384756507,LONG,1290284,-3160.204052502497
COME,2021-05-18,0.007059676546884021,2021-10-01,0.010490779347013715,LONG,15975938,54815.08560649839
TXAR,2021-04-09,0.2902708000052082,2021-10-05,0.4211428311099334,LONG,252344,33024.77181709077
YPFD,2021-08-27,5.119186075151353,2021-10-05,5.031284855237342,LONG,15158,-1332.4066914565788
COME,2021-10-18,0.011342801012983347,2021-11-01,0.009923413239020266,LONG,9248398,-13127.063049944605
BMA,2021-08-30,1.405374805566017,2021-11-05,1.2985207118880349,LONG,49693,-5309.900477139961
CRES,2021-10-28,0.4004955317021481,2021-11-08,0.38105095344580886,LONG,204988,-3985.9052076104635
SUPV,2021-08-27,0.4419926432490489,2021-11-10,0.45614579345540146,LONG,216743,3067.5962351754706
BBAR,2021-08-27,1.0253814905147405,2021-11-12,1.0308256658800456,LONG,97547,531.0629743594235
EDN,2021-05-31,0.1968226907755798,2021-11-15,0.34281386194549396,LONG,344431,50283.88507722471
TGNO4,2021-08-13,0.2913956519086234,2021-11-18,0.3398506159284906,LONG,329989,15989.60512195196
METR,2021-08-27,0.17130213828059243,2021-11-18,0.16714653859890397,LONG,489327,-2033.4471254415716
TGSU2,2021-08-27,1.0373899853312742,2021-11-24,0.9265499554846437,LONG,83111,-9212.025720583311
TRAN,2021-08-24,0.17441796669338794,2021-11-26,0.24141827061067803,LONG,545814,36569.70388231177
GGAL,2021-08-27,0.8043393867777133,2021-11-26,0.7254843926443891,LONG,143915,-11348.416480697351
PAMP,2021-08-30,0.7389355914090334,2021-11-29,0.7018808094151694,LONG,85060,-3151.8797563980743
CEPU,2021-08-06,0.2483444524723669,2021-11-30,0.3040535170922299,LONG,381913,21276.015996165737
TGNO4,2021-12-21,0.39818149480765264,2022-01-11,0.3647385021754698,LONG,161021,-5385.024116626709
ALUA,2021-10-27,0.35563682433458876,2022-01-19,0.4036444640862472,LONG,256494,12313.671550461882
TXAR,2021-10-25,0.45573949083764104,2022-01-24,0.48395780632236396,LONG,222395,6275.612272224955
VALO,2021-12-27,0.11781926869039427,2022-01-25,0.0984108109357581,LONG,1154258,-22402.367630950845
VALO,2022-01-25,0.09620050202540162,2022-01-31,0.10786053806479802,LONG,1290163,15043.34707669578
COME,2021-12-17,0.01152231525508646,2022-02-03,0.011719333980881073,LONG,7411379,1460.1804469609465
GGAL,2022-02-15,0.7007845755574209,2022-02-16,0.729105447616559,LONG,110849,3139.340346883403
GGAL,2022-02-17,0.7338389491894133,2022-02-18,0.7469467662384549,LONG,111222,1457.8776278285077
LOMA,2022-02-17,1.1607219148242303,2022-03-04,0.9970251313318466,LONG,78137,-12790.775571744385
BBAR,2022-02-11,0.8102903485787638,2022-04-25,0.778411988589852,LONG,91077,-2903.385392710116
SUPV,2022-02-25,0.38798509516673513,2022-04-25,0.34492510046633945,LONG,187010,-8052.649608920995
METR,2022-02-09,0.2057813292717452,2022-04-26,0.18141322616746536,LONG,436169,-10628.611162890633
TRAN,2022-02-15,0.24168289422890976,2022-04-26,0.21584040421044068,LONG,273273,-7062.054774817102
GGAL,2022-02-22,0.7623810248339513,2022-04-27,0.7058743672684831,LONG,120260,-6795.490638823211
EDN,2022-02-09,0.30867198473713314,2022-04-28,0.31163708830874404,LONG,218073,646.6090311719025
TXAR,2022-02-23,0.5136921352831919,2022-04-28,0.5079736721144914,LONG,156940,-897.4556096958572
ALUA,2022-02-16,0.44603912935204765,2022-04-29,0.4301504051679434,LONG,267655,-4252.696471496423
TGNO4,2022-02-14,0.3884053387088514,2022-05-02,0.39325424464137515,LONG,157629,764.3281932377845
BMA,2022-02-23,1.1926818520733824,2022-05-04,1.2163316093462941,LONG,73240,1732.108222668056
BYMA,2021-12-03,0.04320548611719886,2022-05-05,0.05574501361530381,LONG,1492627,18716.837310913896
YPFD,2022-01-27,4.064365975608343,2022-05-05,4.413997683823618,LONG,19814,6927.602666577465
VALO,2022-02-04,0.11978927749041515,2022-05-05,0.1555053478368135,LONG,861730,30777.609299601845
CEPU,2022-02-11,0.3374514281690508,2022-05-05,0.3687819034021985,LONG,167298,5241.525845555143
PAMP,2021-12-20,0.7675028386095821,2022-05-09,0.8105422012623654,LONG,88346,3802.3555329227934
LOMA,2022-04-19,1.1452827751437211,2022-05-09,0.9827184150769337,LONG,63820,-10374.857459462373
CRES,2022-01-31,0.3600199849409271,2022-05-11,0.4579706577282306,LONG,220164,21565.21192354389
TGSU2,2022-02-08,0.9782682564462308,2022-05-12,1.192174632762428,LONG,73082,15632.705793940328
BMA,2022-05-31,1.3146008140731769,2022-06-10,1.044033161279139,LONG,69022,-18675.120531150085
CEPU,2022-06-09,0.3607953474695624,2022-06-10,0.34021812475253554,LONG,237525,-4887.604825861798
TGSU2,2022-06-02,1.3191651493009768,2022-06-15,1.0918598658001857,LONG,60202,-13684.232677314629
PAMP,2022-06-02,0.9573267787046199,2022-06-16,0.8283783048793105,LONG,97767,-12606.905440479022
LOMA,2022-05-30,1.11083853447506,2022-06-21,0.9663800206923276,LONG,74568,-10771.982455750785
BYMA,2022-07-20,0.053347318207128604,2022-09-27,0.05744136120347158,LONG,1093842,4478.236179205797
COME,2022-02-10,0.011976662873385386,2022-09-28,0.01762235256328073,LONG,8474289,47843.20603649352
ALUA,2022-07-28,0.4483292111008693,2022-09-30,0.41633964857811173,LONG,156967,-5021.30566050969
TXAR,2022-08-02,0.4658394973053063,2022-10-03,0.4841705996422828,LONG,116516,2135.8667198951525
CRES,2022-08-09,0.4527118053600702,2022-10-03,0.3961713132209826,LONG,156526,-8850.05707256283
PAMP,2022-08-01,1.0179749720328521,2022-10-05,0.979054662708999,LONG,69762,-2715.1586190506437
GGAL,2022-08-12,0.625671412642074,2022-10-12,0.5912595882252238,LONG,129574,-4458.877736988948
VALO,2022-08-02,0.1773461262017305,2022-10-13,0.18130142869110813,LONG,522059,2064.901262302003
TRAN,2022-08-04,0.2301152838406068,2022-10-14,0.25889158695278874,LONG,323507,9309.335490912641
SUPV,2022-08-05,0.3469868383659131,2022-10-14,0.35326869576966163,LONG,185590,1165.849915561691
TGNO4,2022-08-09,0.39498851520751443,2022-10-19,0.37787059168149295,LONG,194278,-3325.6359467884017
METR,2022-08-05,0.21214622211628323,2022-10-20,0.21671865474915733,LONG,320642,1466.1139442700178
EDN,2022-08-04,0.35292278154153195,2022-10-25,0.33537630627539766,LONG,175720,-3083.266633765117
CEPU,2022-08-04,0.3953611592221199,2022-10-26,0.4431512952496336,LONG,160786,7683.984811319817
BBAR,2022-08-08,0.7409481692833372,2022-10-26,0.8551124623461666,LONG,92528,10563.393708517477
BMA,2022-08-11,1.082610569305667,2022-10-26,1.2671740166924859,LONG,65166,12027.261612409444
BMA,2022-11-01,1.3013315635518765,2022-11-10,1.140991278618814,LONG,71458,-11457.596080746773
BBAR,2022-11-07,0.8743907372880008,2022-11-10,0.8357492690450324,LONG,105314,-4069.4875865399663
LOMA,2022-08-03,1.1622777957078956,2022-11-18,1.2217172954218405,LONG,64384,3826.952749582629
SUPV,2022-11-02,0.383755279125368,2022-11-22,0.34133064398360746,LONG,201372,-8543.133627766603
LOMA,2022-12-07,1.268932313734594,2022-12-22,1.3227707685915666,LONG,65743,3539.5015376619485
LOMA,2022-12-23,1.3070781318370672,2023-02-23,1.3158533849160516,LONG,61979,543.8814105823749
ALUA,2022-11-11,0.4616595376460138,2023-02-28,0.5398188276079015,LONG,228893,17890.114357246348
TXAR,2022-11-07,0.5081585431841389,2023-03-03,0.6002668948460228,LONG,209912,19334.648314049376
METR,2022-11-25,0.2684850000063111,2023-03-06,0.3216801063363719,LONG,317511,16890.031405963935
TGSU2,2022-08-10,1.1868241629527394,2023-03-09,2.096137514109821,LONG,60077,54628.818197463996
CEPU,2022-10-31,0.4752087771042676,2023-03-10,0.581988924901119,LONG,154510,16498.6006360915
EDN,2022-10-28,0.3793524964144245,2023-03-13,0.4026507779093147,LONG,188110,4382.639732003799
PAMP,2022-11-07,1.0804775485858846,2023-03-13,1.2251752202818225,LONG,94674,13699.107370141219
VALO,2022-12-30,0.18367406123976274,2023-03-13,0.18351144780953582,LONG,357264,-58.095924536588754
TGNO4,2022-11-07,0.4888058681153429,2023-03-14,0.7358377621646521,LONG,158030,39038.45021661234
TRAN,2022-11-04,0.29311525953461676,2023-03-15,0.4089133543513707,LONG,271821,31476.35393118488
BYMA,2022-12-01,0.06073808515064288,2023-03-16,0.05758531705907076,LONG,1776028,-5599.4044081386455
BMA,2022-12-27,1.3822548312318423,2023-03-16,1.4519243227643788,LONG,52748,3674.926339358232
GGAL,2022-12-14,0.6200489889400655,2023-03-17,0.8569779892290564,LONG,143987,34114.69596461093
YPFD,2022-08-11,4.363175583867118,2023-03-20,9.600705774605727,LONG,18743,98167.02836501374
SUPV,2022-12-21,0.3577566659431434,2023-03-20,0.426764738642892,LONG,224597,15499.00610414543
CRES,2022-11-30,0.44428207673628567,2023-03-22,0.48847003343099865,LONG,201221,8891.54483406684
BBAR,2022-12-07,0.8281108140544595,2023-03-22,1.1403302062685818,LONG,94387,29469.451772914363
COME,2022-11-24,0.023306471782455013,2023-03-23,0.024192145018057772,LONG,4477437,3965.546114997513
LOMA,2023-04-13,1.4287363248402027,2023-04-21,1.2842138754823278,LONG,77724,-11232.862853891473
BBAR,2023-04-24,1.2412092882648773,2023-05-04,1.1255396804188071,LONG,65879,-7620.198095291256
YPFD,2023-04-13,12.843758105331256,2023-05-08,11.705153703289763,LONG,6743,-7677.609482965784
BYMA,2023-04-19,0.07469847295032518,2023-05-16,0.06864297010917932,LONG,1100588,-6664.613760931046
BYMA,2023-05-30,0.07704539672878914,2023-06-27,0.06985059258476488,LONG,1227173,-8829.269385834688
TGNO4,2023-04-27,0.9838247076415352,2023-07-11,1.0865207378743065,LONG,71337,7326.026708715206
VALO,2023-05-30,0.19532497318264472,2023-07-26,0.18266566657555391,LONG,616211,-7800.803983662031
TGSU2,2023-04-18,2.1781695526385314,2023-08-03,2.2166057392284975,LONG,46504,1787.4364211797815
CEPU,2023-04-21,0.608539042725427,2023-08-07,0.6157193140316097,LONG,138311,993.1105046294363
TXAR,2023-04-25,0.6414727964898311,2023-08-07,0.6871983076258837,LONG,138246,6321.36901251473
TRAN,2023-05-16,0.5331480848156538,2023-08-08,0.48279587324837264,LONG,172435,-8682.483601604124
METR,2023-05-03,0.3520310695427326,2023-08-09,0.3755763446077072,LONG,225246,5303.4790272852715
BBAR,2023-05-31,1.2750435694177347,2023-08-11,1.4966505103465655,LONG,68331,15142.623880607938
COME,2023-04-26,0.0265467453415283,2023-08-17,0.02922315191383102,LONG,3533860,9458.046129597697
CRES,2023-05-30,0.5432447660988827,2023-08-17,0.639041195724957,LONG,162204,15538.56407106775
LOMA,2023-06-26,1.3699530230892571,2023-08-17,1.2706596638135106,LONG,65686,-6522.183597386688
BMA,2023-06-08,1.8939145142029459,2023-08-18,1.935602886686504,LONG,51557,2149.3274201348086
EDN,2023-04-19,0.46465421894939796,2023-08-25,0.722492801100459,LONG,167531,43195.955506349404
SUPV,2023-06-12,0.5059988942880189,2023-08-28,0.5647799319670792,LONG,186950,10989.11499410032
YPFD,2023-06-07,12.897296897498677,2023-09-07,14.356718794402639,LONG,9408,13730.241206072471
TGSU2,2023-08-29,2.5299491235266296,2023-09-07,2.403040644132911,LONG,35108,-4455.502894554677
LOMA,2023-08-30,1.413802072432528,2023-09-07,1.2847744427896026,LONG,77043,-9940.675670579898
CRES,2023-08-22,0.6596490375092939,2023-09-11,0.5750564052704611,LONG,146467,-12390.02906612513
CEPU,2023-08-25,0.7225364614744186,2023-09-14,0.6331694707878175,LONG,123582,-11044.151443031542
PAMP,2023-04-13,1.4945930090634973,2023-09-15,1.6934324664705966,LONG,69651,13849.367047861873
GGAL,2023-05-22,0.9535992931851065,2023-09-19,1.40705474477272,LONG,106565,48322.48019843403
BYMA,2023-09-26,0.06269494457843845,2023-10-04,0.05095386662334656,LONG,915264,-10746.185973489224
TXAR,2023-09-28,0.7340693069207573,2023-10-05,0.7555907384715186,LONG,87126,1875.0762452916247
LOMA,2023-10-23,1.304458406676023,2023-11-01,1.1537921228845285,LONG,51604,-7774.982908776282
CEPU,2023-10-25,0.6220234635328558,2023-11-02,0.6033812088799638,LONG,78187,-1457.5819645456615
TGSU2,2023-10-24,2.4601310915290977,2023-11-03,2.273245997424004,LONG,26320,-4918.815676846066
TXAR,2023-10-09,0.9010375915507434,2023-12-22,0.8892605938633034,LONG,82596,-972.7329009917946
ALUA,2023-04-11,0.6099567331968169,2023-12-27,0.9988475813806487,LONG,142613,55460.8905320408
CRES,2023-10-19,0.7352505978314234,2024-02-09,0.7304661214663299,LONG,96775,-463.0177002319228
PAMP,2023-11-29,1.8713305099215576,2024-02-15,1.8112595358025574,LONG,32579,-1957.0522658229074
TGSU2,2023-11-27,3.3111970731049314,2024-02-16,2.7444757239281934,LONG,18280,-10359.66626295077
LOMA,2023-11-28,1.4161151893142059,2024-02-19,1.2969430966025468,LONG,41767,-4977.4607962878645
CEPU,2023-11-24,0.8179192195123908,2024-02-20,0.8445840214820947,LONG,67507,1800.0607865688005
TRAN,2023-10-24,0.5431802104569795,2024-02-22,1.0433017720746858,LONG,128953,64492.175735288074
EDN,2023-11-27,0.9591536146210445,2024-02-22,0.9545426732594786,LONG,64955,-299.50369614051453
YPFD,2023-11-28,18.869585518372414,2024-02-22,16.963651182731464,LONG,3788,-7219.679263407918
TGNO4,2023-11-27,1.088280520263995,2024-02-23,1.372132532443094,LONG,59250,16818.23172161162
METR,2023-11-28,0.4660632268629032,2024-02-26,0.7744664427080706,LONG,138210,42624.40846196059
EDN,2024-04-09,0.9972967623444627,2024-04-18,0.8092615416088833,LONG,81319,-15290.836114996584
METR,2024-04-09,0.9298325695976315,2024-04-22,0.7437187072703059,LONG,79550,-14805.357748138755
EDN,2024-05-09,1.0423229004742598,2024-06-03,0.9059700810050758,LONG,105244,-14350.316132214799
LOMA,2024-03-18,1.3476420170996233,2024-06-04,1.4340152324640816,LONG,49459,4271.932858710743
BYMA,2023-10-26,0.06405666071683874,2024-06-05,0.12006330349715835,LONG,990588,55479.50825847124
CEPU,2024-04-03,0.9591121107949219,2024-06-05,0.9037516620424824,LONG,85914,-4756.237594117088
VALO,2023-11-30,0.17429682742385375,2024-06-06,0.2282510598789703,LONG,434818,23460.271447668867
ALUA,2024-04-05,0.7974511042496832,2024-06-06,0.7300752381575466,LONG,97801,-6589.427079677055
CRES,2024-04-08,0.8319989994710125,2024-06-07,0.7083819499439672,LONG,156291,-19320.232287631443
TXAR,2024-04-08,0.7337322891347529,2024-06-07,0.6775648480646778,LONG,100628,-5652.017259999517
YPFD,2024-02-26,18.848460412895214,2024-06-11,20.713462511272546,LONG,5022,9366.04053805096
METR,2024-05-10,0.9619119286625757,2024-06-11,0.796700818229099,LONG,93679,-15476.811614297663
PAMP,2024-04-12,1.8892095052411828,2024-06-19,1.8582411919134212,LONG,57835,-1791.0524013110933
TRAN,2024-04-04,1.1270189144442602,2024-06-25,1.1336668253973052,LONG,85257,566.7809441237632
TGNO4,2024-04-03,1.6982004673208588,2024-06-27,1.731607559142395,LONG,50046,1671.8913173005965
TGNO4,2024-06-28,1.8162337375229618,2024-07-02,1.654441383920559,LONG,40849,-6609.055852304554
BBAR,2023-11-29,1.497525248426529,2024-07-05,2.58848488663417,LONG,35419,38640.69942567644
GGAL,2023-11-30,1.4711833351894061,2024-07-05,2.568146525967965,LONG,47558,52169.37542704671
BMA,2023-11-28,2.623755209331825,2024-07-08,4.575024897035892,LONG,24824,48438.318727565755
SUPV,2023-11-29,0.6549242102029694,2024-07-08,1.2251909838386714,LONG,87268,49766.04080164044
TGSU2,2024-04-04,3.3827982018197456,2024-07-11,3.5199724389451013,LONG,28548,3916.050121454655
TRAN,2024-06-26,1.1477139499977782,2024-07-17,1.0571069641568382,LONG,70960,-6429.471715273099
TGNO4,2024-07-19,1.916922371446295,2024-07-31,1.6923729628135125,LONG,43630,-9797.090698648306
TRAN,2024-08-15,1.1504545218120898,2024-08-30,1.1188621865048043,LONG,78299,-2473.648262225152
VALO,2024-08-02,0.25517803525999255,2024-10-03,0.24981773496961185,LONG,607058,-3254.0131736779294
ALUA,2024-09-25,0.7330133683805905,2024-10-07,0.7188626619009494,LONG,166654,-2358.2718376581106
TXAR,2024-10-07,0.6783303278418337,2024-10-08,0.676678902898008,LONG,202098,-333.74967829727444
ALUA,2024-10-14,0.7385885569934135,2024-10-23,0.6777221924896305,LONG,167008,-10165.169803047795
TXAR,2024-10-10,0.6734339414969743,2024-10-24,0.6303051529104535,LONG,203518,-8777.484795551542
COME,2023-11-23,0.029043981175886645,2024-10-30,0.09297279929353039,LONG,2457639,157113.95662982785
COME,2024-11-11,0.10091939465388783,2024-12-12,0.09408335826158186,LONG,1179126,-8060.548247114169
ALUA,2024-11-07,0.7381847330049625,2025-01-08,0.7364036387761062,LONG,199014,-354.46268686160886
TXAR,2024-11-07,0.659199450856143,2025-01-10,0.7042735596445588,LONG,200574,9040.69429612773
EDN,2024-08-16,0.8721146832533677,2025-01-21,1.7469033851202758,LONG,105918,92655.86972433917
COME,2024-12-26,0.09656291343838413,2025-01-22,0.09369901084664761,LONG,1223976,-3505.348038623302
TGNO4,2024-08-19,1.9297081905551807,2025-01-24,2.7887088998974856,LONG,48690,41824.744537876824
LOMA,2024-08-21,1.441249867410009,2025-01-28,2.2693203658008225,LONG,78100,64672.30592432254
CEPU,2024-08-21,0.932344927704588,2025-01-29,1.3348425691472254,LONG,99675,40118.95241079489
TGSU2,2024-08-16,3.7735631028915457,2025-02-03,5.3483701291362165,LONG,25426,40041.043449296994
METR,2024-08-21,0.854649517062539,2025-02-04,1.9875172919042603,LONG,104048,117872.62623673142
PAMP,2024-08-13,2.130338181135364,2025-02-06,3.424256808812284,LONG,51558,66711.85660576663
YPFD,2024-08-20,21.96946891869539,2025-02-06,39.71628715053653,LONG,5463,96950.86800054814
CRES,2024-09-05,0.774220148230634,2025-02-10,1.1372921889611989,LONG,165717,60167.20937374702
VALO,2024-10-18,0.27046818021195773,2025-02-10,0.32183407482387805,LONG,410456,21083.439638830365
BMA,2024-08-21,5.400073934585961,2025-02-12,8.392630964574742,LONG,17114,51214.621011227995
TRAN,2024-09-05,1.2166510297992998,2025-02-12,1.7518762964539603,LONG,91736,49099.42506183193
GGAL,2024-08-15,3.263942358686729,2025-02-17,5.4846948797973685,LONG,35844,79600.65336668976
SUPV,2024-08-19,1.4252527485078677,2025-02-18,2.6228474188510784,LONG,67686,81060.39285685057
BYMA,2024-09-09,0.1250834936168448,2025-02-19,0.17232019379584626,LONG,887662,41930.223754292805
BBAR,2024-08-16,3.4070033589150217,2025-02-24,6.416170109058225,LONG,27306,82168.3072794103
TGSU2,2025-05-05,4.676865613985938,2025-05-07,5.091338702531947,LONG,17194,7126.450284460076
SUPV,2025-04-28,3.149307868416281,2025-06-06,2.3423477000416937,LONG,28020,-22611.023917855935
BBAR,2025-04-29,6.786669232545404,2025-06-10,5.764753623179006,LONG,13886,-14190.320151661805
BMA,2025-04-29,8.586847978134992,2025-06-10,7.10275292563437,LONG,11329,-16813.31284977955
GGAL,2025-04-29,5.937146115561471,2025-06-10,5.233619824050439,LONG,17948,-12626.889880040007
TXAR,2025-06-02,0.5586958156067302,2025-06-10,0.5034200115505144,LONG,243511,-13460.266321533165
PAMP,2025-05-21,3.3650078403987522,2025-06-11,3.074168991991348,LONG,46592,-13550.763624997779
COME,2025-05-22,0.06273769485343812,2025-06-12,0.05491964399914653,LONG,1813636,-14179.098479173992
EDN,2025-05-21,1.8765569705645766,2025-06-13,1.5444661883381412,LONG,64629,-21462.695164512294
ALUA,2025-05-28,0.6763364338272163,2025-06-13,0.5766123943416918,LONG,206942,-20637.09217921342
CRES,2025-04-29,1.0490104690827582,2025-06-19,1.038698720607292,LONG,96487,-994.9496751523103
BYMA,2025-05-29,0.17459201172339542,2025-06-24,0.15773048985215993,LONG,900968,-15191.691637283298
METR,2025-05-19,1.9583924506122994,2025-06-27,1.647550226998685,LONG,53987,-16781.439126228197
LOMA,2025-05-05,2.206678220294824,2025-07-01,2.1456706071862985,LONG,36105,-2202.6798712833065
TGNO4,2025-05-14,2.888107484588629,2025-07-01,2.2194348904286905,LONG,37787,-25267.131315521598
TRAN,2025-05-08,1.5629294691443436,2025-07-03,1.4930819001926192,LONG,50874,-3553.425222850027
TGSU2,2025-05-12,5.237362350386505,2025-07-03,5.359318011843344,LONG,18691,2279.473268289784
ECOG,2025-05-15,22.325750005452374,2025-07-03,19.43867507998475,LONG,4723,-13635.654872983581
CEPU,2025-05-20,1.3493143813725588,2025-07-04,1.1764356611363438,LONG,103076,-17819.646967068096
YPFD,2025-05-22,36.02117633974533,2025-07-07,31.261414442016218,LONG,4715,-22442.27734779277
TGSU2,2025-07-04,5.465524009029264,2025-07-08,5.3670902222407015,LONG,24098,-2372.057394030774
VALO,2025-05-26,0.28934785238036753,2025-07-16,0.25928218126918745,LONG,527893,-15871.457319894187
LOMA,2025-08-08,2.405904579716078,2025-08-18,2.1856457911549985,LONG,65343,-14392.37002094661
EDN,2025-08-14,1.4895530240911743,2025-08-18,1.3800021044682353,LONG,80487,-8817.424867691487
CRES,2025-08-06,1.0983517936072755,2025-08-19,1.0416844170928454,LONG,154359,-8747.119571390916
EDN,2025-08-19,1.4072876792356774,2025-08-21,1.2406215670578644,LONG,73660,-12276.625823017706
CEPU,2025-08-08,1.285655259785779,2025-08-25,1.0654963023177333,LONG,127142,-27991.45017040228
PAMP,2025-08-07,3.3050714818637763,2025-08-26,2.6708197930150472,LONG,47942,-30407.29446678577
YPFD,2025-08-11,34.580262792156226,2025-08-26,30.124789962480587,LONG,5249,-23386.776882967428
TRAN,2025-08-12,1.6576590051624407,2025-08-27,1.5836961900345699,LONG,68227,-5046.260987729243
TGNO4,2025-08-14,2.6259016180402965,2025-09-02,2.168727985996587,LONG,49169,-22478.77031395715
TGSU2,2025-08-04,5.69396984709287,2025-09-03,5.319960819640753,LONG,25142,-9403.334968201127
TXAR,2025-10-31,0.4634378749314337,2026-01-02,0.41794626057734835,LONG,194577,-8851.621846174861
COME,2025-11-05,0.04095760271596617,2026-01-13,0.036656654761073236,LONG,2050130,-8817.502430764653
EDN,2025-10-30,1.596572670467092,2026-01-14,1.4094652674362196,LONG,61718,-11547.894700259381
ALUA,2025-10-27,0.5795951146455571,2026-01-15,0.6210161009395919,LONG,164642,6819.634025422476
PAMP,2025-10-30,3.2870613803734248,2026-01-16,3.182276305665958,LONG,32654,-3421.651829497613
METR,2025-10-31,1.535289478857933,2026-01-16,1.521814706340256,LONG,49080,-661.3418351675834
YPFD,2025-10-31,34.277006408415154,2026-01-16,34.19956693641009,LONG,3107,-240.60443951972405
TGSU2,2025-10-30,6.3057912194918755,2026-01-19,5.809965039390131,LONG,16845,-8352.192003813883
ECOG,2025-11-11,2.1446686783653006,2026-01-19,2.12261790927719,LONG,39432,-869.5059266823794
SUPV,2025-10-30,2.3244219761212075,2026-01-22,2.251581574224089,LONG,39867,-2903.9283024324227
TGNO4,2025-11-03,2.790782612980652,2026-01-22,2.9187781730566686,LONG,32722,4188.270716807413
TRAN,2025-11-03,1.8877426158328416,2026-01-22,2.274759619841102,LONG,43493,16832.53055533127
LOMA,2025-11-03,2.218925530891235,2026-01-26,2.350456278225268,LONG,45746,6017.005567542675
CEPU,2025-10-29,1.4254046053605474,2026-01-28,1.7626396895105165,LONG,73409,24756.090292365086
GGAL,2025-10-30,5.082226014422834,2026-01-28,5.4256187590019636,LONG,22267,7646.326243543479
TXAR,2026-01-21,0.4918544852969346,2026-01-28,0.4562092951831568,LONG,284753,-10150.074820468573
ALUA,2026-01-30,0.6939986531243727,2026-02-12,0.6518314063897561,LONG,211305,-8910.150071258156
CEPU,2026-01-29,1.7276830459880252,2026-02-13,1.567962202777525,LONG,72033,-11505.17149898196
GGAL,2026-01-29,5.527809754265931,2026-02-13,4.676244813143039,LONG,31731,-27021.007146770495
ECOG,2026-01-30,2.275839243801565,2026-02-13,2.1944623842366675,LONG,57996,-4719.532347325801
TGSU2,2026-01-30,6.523190390663789,2026-02-13,5.888417006064068,LONG,19634,-12463.140633230922
SUPV,2026-02-03,2.422576389478196,2026-02-18,2.143279384649687,LONG,51928,-14503.33486673483
BBAR,2025-10-31,5.033182400570657,2026-02-23,5.581698922542892,LONG,19377,10628.604646256006
BMA,2025-10-28,7.571839057286862,2026-02-24,8.649044461072139,LONG,14438,15552.691619851823
CRES,2025-10-29,1.1599927639360728,2026-02-25,1.167741167941458,LONG,93993,728.2957376781743
VALO,2025-10-31,0.267555764821704,2026-03-02,0.35217392584442236,LONG,447274,37847.50335327533
BYMA,2025-10-29,0.1654534153821035,2026-03-18,0.21374676679762897,LONG,611806,29546.162156126968
BYMA,2026-03-25,0.21533807835815746,2026-03-30,0.2076448833282871,LONG,719549,-5535.630790548194
CRES,2026-04-08,1.2324178990539256,2026-04-20,1.1502422428625452,LONG,116800,-9598.116643153237
EDN,2026-04-06,1.5540098602389143,2026-04-24,1.2489109609232572,LONG,71974,-21959.188179345107
CEPU,2026-04-09,1.6950493513511897,2026-04-24,1.4398739048683689,LONG,77339,-19735.013855534882
ECOG,2026-04-17,2.119051419162394,2026-04-24,1.8963219172249777,LONG,71935,-16022.046721868039
TRAN,2026-02-05,2.5326708354367864,2026-04-27,2.474963601993292,LONG,42483,-2451.576398379976
PAMP,2026-03-26,3.422236043809662,2026-04-27,3.1710471150539052,LONG,38706,-9722.518676420319
BBAR,2026-04-21,5.59357221234355,2026-04-27,4.759039053832845,LONG,21292,-17768.880011009922
TGSU2,2026-03-20,6.632796166208989,2026-04-28,6.155523064284713,LONG,18505,-8831.938751108719
TGNO4,2026-03-23,2.8737479522680007,2026-04-28,2.7979650292203244,LONG,37546,-2845.345628748055
BYMA,2026-04-07,0.22218470598132004,2026-04-30,0.2006672318690363,LONG,866871,-18652.874301189524
GGAL,2026-04-20,4.685077174651039,2026-04-30,4.179881915862154,LONG,31239,-15781.79468930598
COME,2026-04-10,0.032937388230703135,2026-05-05,0.0293085723902321,LONG,2590469,-9400.334941449159
TXAR,2026-04-13,0.4898337886913102,2026-05-15,0.4146310324086608,LONG,267373,-20107.186555560827
LOMA,2026-04-13,2.4883965797375405,2026-05-18,2.089761298823755,LONG,50872,-20279.374010646105
LOMA,2026-05-21,2.176765710510348,2026-05-25,2.2112335011536164,LONG,52738,1817.7623429446908
YPFD,2026-02-02,38.87193371015686,2026-06-03,54.6096143138652,LONG,5016,78940.20590820104
VALO,2026-03-20,0.4042226331402583,2026-06-03,0.4320110367755501,LONG,387221,10760.253444061318
ALUA,2026-04-14,0.6897489996756218,2026-06-03,0.667414311000279,LONG,191081,-4267.734646773162
ECOG,2026-05-15,1.9587277667357188,2026-06-03,2.10416334502551,LONG,79254,11526.351321779124
BBAR,2026-05-22,5.336645917353198,2026-06-03,5.937685939243862,LONG,22943,13789.661222237519
