net_profit,cagr,sharpe,max_drawdown,pct_profitable,avg_win_loss,profit_factor,total_start,total_end,symbols,num_symbols
491208.8756679924,0.041086834785661,0.2983390906168763,-0.49213646280574735,36.0,3.5452734814100184,1.994216333293135,1000000.0,1495374.0991085435,"ALUA,BBAR,BMA,BYMA,CEPU,COME,CRES,ECOG,EDN,GGAL,LOMA,METR,PAMP,SUPV,TGNO4,TGSU2,TRAN,TXAR,VALO,YPFD",20
