slow,fast_index,net_profit,cagr,sharpe,max_drawdown,pct_profitable,avg_win_loss,profit_factor,trades_count
60,0.2,12446.769784181593,0.0012389479032333117,0.25731225311568745,-0.013243177699279839,37.93103448275862,2.73427695740283,1.6709470295239515,29
60,0.25,12373.414978220322,0.0012316864318775433,0.26001253284515696,-0.010410387857033769,42.857142857142854,2.2368845359127603,1.67766340193457,28
60,0.3,12358.94236186978,0.001230253716052232,0.2625584640360152,-0.011621579242719405,38.46153846153847,2.829404195246009,1.7683776220287557,26
60,0.35,11667.438588020561,0.0011617768506366755,0.2461914621779989,-0.01358425955128464,40.0,2.529069760783435,1.6860465071889565,25
60,0.4,14392.946351754477,0.0014314293174131354,0.30333699967031885,-0.010784674241715735,39.130434782608695,3.1194244271342852,2.005344274586326,23
60,0.45,15400.933735816361,0.0015309910293264117,0.3243076042472055,-0.009866736604406666,43.47826086956522,2.6419852226462064,2.0322963251124664,23
60,0.5,13452.565235312792,0.0013384649581740238,0.2892089185929241,-0.01017581895825222,44.0,2.362496055908221,1.8562469010707452,25
80,0.2,5927.068630206412,0.0005916990773338071,0.1288610387001957,-0.01101219931468951,22.727272727272727,4.740208173346206,1.39417887451359,22
80,0.25,5153.312239831898,0.0005146333346075505,0.11205068341929852,-0.014913644849106775,47.61904761904761,1.424071012962065,1.2946100117836954,21
80,0.3,4234.123739349294,0.00042301321665050295,0.0935910602972246,-0.014174365036574306,39.130434782608695,1.9109297938297438,1.2284548674619782,23
80,0.35,5965.620186256594,0.0005955373973896005,0.13395713027445916,-0.012951302676548192,33.33333333333333,2.8244841203030497,1.4122420601515249,21
80,0.4,7833.197415669155,0.0007813211996550162,0.1528787039732237,-0.018801523111130217,25.0,4.379840099599541,1.4599466998665136,20
80,0.45,9576.330820597279,0.0009544461953192585,0.18746830527587116,-0.0154444583831719,33.33333333333333,3.040800577864095,1.5204002889320474,21
80,0.5,14666.09522277493,0.0014584177805578857,0.2911660002380121,-0.012135004750881499,47.368421052631575,2.5672782667320546,2.3105504400588495,19
100,0.2,2977.484202888565,0.0002976354783585933,0.06729866830747916,-0.013758754149960972,40.909090909090914,1.6998962069925792,1.1768512202256316,22
100,0.25,-215.68095537171143,-2.1590878333532793e-05,-0.0024363442073317212,-0.015007387474665014,34.78260869565217,1.8518302933270492,0.9876428231077595,23
100,0.3,8510.08499336642,0.0008485804819600151,0.16738405637263268,-0.01679905638295528,42.10526315789473,1.9945035001909361,1.4505480001388626,19
100,0.35,10567.149537706413,0.0010527327274467702,0.2091338148081619,-0.016414984201581124,38.88888888888889,2.5484022721280333,1.6217105368087483,18
100,0.4,13306.368205689429,0.001324005215172619,0.2623183354133364,-0.017728596106230052,35.294117647058826,3.399663762636457,1.8543620523471582,17
100,0.45,7997.005561499543,0.0007976018079682845,0.1611399367093811,-0.020729754776258533,38.88888888888889,2.2460328059779244,1.4292936038041337,18
100,0.5,9349.256132494116,0.0009319087753958399,0.19067960446418689,-0.020164856261331784,36.84210526315789,2.6393449264816558,1.539617873780966,19
120,0.2,11673.541150252306,0.001162381347271646,0.2166335009021654,-0.018010171477520622,21.052631578947366,6.289263526735288,1.6771369404627434,19
120,0.25,13408.62543646134,0.0013341192518783185,0.25255074093732344,-0.017830425879028867,23.52941176470588,5.603014608740823,1.7240044949971762,17
120,0.3,10252.04754249886,0.0010214848709240165,0.19819228728770796,-0.0183657307525037,35.294117647058826,2.827406684943407,1.5422218281509492,17
120,0.35,8328.837419407615,0.0008305747070358471,0.1633807017161205,-0.019004332998991152,26.666666666666668,4.062496521591273,1.4772714623968264,15
120,0.4,6917.094957120709,0.0006902274387095009,0.1366102839656562,-0.019164259820742595,28.57142857142857,3.478400112707094,1.3913600450828376,14
120,0.45,11464.557218398391,0.0011416783245885576,0.22119278890140087,-0.016446028165610544,23.076923076923077,5.935170980416557,1.7805512941249673,13
120,0.5,15891.75849286471,0.001579438958220214,0.2869167946191189,-0.014642721544318074,30.76923076923077,4.473204746544763,1.988090998464339,13
140,0.2,7486.261939966331,0.0007468320186911903,0.14236121718079323,-0.014908047178375931,31.25,3.189424709942972,1.4497385045195326,16
140,0.25,988.229413107339,9.887377216610815e-05,0.0208632444515544,-0.022033119011512486,27.77777777777778,2.7139335060443837,1.0438205792478399,18
140,0.3,5120.60253036896,0.0005113742882063566,0.09991298109207931,-0.01963927833785336,35.714285714285715,2.3414984946520105,1.3008324970288947,14
140,0.35,8952.329145881893,0.0008925023615955485,0.17025203859334276,-0.017518048441642325,30.76923076923077,3.589330096807601,1.595257820803378,13
140,0.4,13394.088564964184,0.0013326814980463286,0.24233866193583703,-0.014414908240657293,33.33333333333333,4.449457743454266,2.224728871727133,12
140,0.45,13196.230514776382,0.0013131107121269192,0.24103099356434513,-0.018318603450144296,23.076923076923077,6.580379106293918,1.9741137318881754,13
140,0.5,11506.709647991545,0.0011458544708622398,0.20748598894686587,-0.017196716504486256,35.714285714285715,3.1212729873194256,1.7340405485107921,14
160,0.2,4929.668287993549,0.000492348565520162,0.09381541760227619,-0.015789337288142583,33.33333333333333,2.6242573059930394,1.3121286529965197,15
160,0.25,8648.613801326272,0.0008623404602989826,0.1569206688993182,-0.01771614394567024,42.857142857142854,2.0251001754499005,1.5188251315874253,14
160,0.3,4489.975852668254,0.00044852285420926563,0.08495658674230018,-0.019039317752075784,25.0,3.8859585175603875,1.2953195058534626,12
160,0.35,10393.669355478809,0.001035530227791126,0.19692958138657565,-0.01626324254660871,33.33333333333333,3.335384540793406,1.667692270396703,15
160,0.4,5467.568181413822,0.0005459395024265401,0.10259853827437797,-0.019602487058863062,33.33333333333333,2.7001318755782955,1.3500659377891477,15
160,0.45,7708.803897343699,0.0007689563521577902,0.13650803751164642,-0.021213026240644327,35.714285714285715,2.6919625797837154,1.4955347665465084,14
160,0.5,10801.011468175959,0.0010759185470949895,0.19904497657899364,-0.01721195978048171,33.33333333333333,3.831892408343477,1.9159462041717386,12
180,0.2,6245.576107892501,0.0006234067619346195,0.11678205303295446,-0.016051196446272085,33.33333333333333,2.8404099223304913,1.4202049611652456,15
180,0.25,1112.2309085168524,0.00011127409652345044,0.02339958830791353,-0.020592127972941323,33.33333333333333,2.149307285855605,1.0746536429278024,12
180,0.3,6078.272112772417,0.000606752636198582,0.11206014695054158,-0.018046832325391175,38.46153846153847,2.3734584235796046,1.4834115147372526,13
180,0.35,7827.918485945179,0.0007807964963537639,0.13110585691471865,-0.016562239407597327,27.27272727272727,4.998461741494873,1.8744231530605775,11
180,0.4,10804.602831969889,0.001076274568748925,0.1894485151000672,-0.014339611335938083,30.0,5.201567269537874,2.2292431155162316,10
180,0.45,10479.11960048344,0.0010440039070984675,0.18830417606577046,-0.013704056960040968,40.0,3.1754285391685766,2.1169523594457176,10
180,0.5,18813.459220092438,0.0018673966667301922,0.2794353579520549,-0.014145200864249141,57.14285714285714,2.0911654632165066,2.7882206176220086,14
200,0.2,1204.4056585134083,0.00012049080591158834,0.023643263838679214,-0.018474256500663196,38.46153846153847,1.7582137076874509,1.0988835673046566,13
200,0.25,1710.5384860328795,0.00017108628073914112,0.034715075657061126,-0.01681481290911392,33.33333333333333,2.3010093409889034,1.1505046704944517,12
200,0.3,2950.8723453825887,0.00029497882559437194,0.05358686120616264,-0.018234980402881622,30.0,2.9403699300446267,1.260158541447697,10
200,0.35,6701.7567838208,0.0006688042001237182,0.11730003165427416,-0.014963735294611218,36.36363636363637,2.813346841951175,1.607626766829243,11
200,0.4,9724.114202799237,0.0009691114129701806,0.1693397403178571,-0.012719100023146086,44.44444444444444,3.3732198421098443,2.6985758736878753,9
200,0.45,34667.158271693894,0.003417072626139106,0.27895120034893167,-0.02358919530794893,37.5,8.113617980232089,4.8681707881392535,8
200,0.5,30084.783994225418,0.0029713601840288817,0.2613585988852814,-0.021452540986458192,33.33333333333333,18.491833770726668,9.245916885363334,6
220,0.2,946.2224981927044,9.467270798380056e-05,0.01924234299583819,-0.019631428636373866,38.46153846153847,1.7089205677198147,1.0680753548248842,13
220,0.25,3158.975413497247,0.00031575199343381044,0.05786224523119197,-0.01627496998022939,30.0,3.090851427593485,1.3246506118257793,10
220,0.3,-290.55963303149855,-2.9087635880276075e-05,-0.002117356880274833,-0.01715762018723006,36.36363636363637,1.7050555398261058,0.9743174513292033,11
220,0.35,8382.689894098286,0.0008359249064162633,0.143122516156571,-0.013979420212918517,44.44444444444444,2.7137903432239074,2.1710322745791255,9
220,0.4,30483.06252154081,0.003010170150763658,0.24789973660880865,-0.02341004067654751,42.857142857142854,8.279561834011544,6.209671375508658,7
220,0.45,31093.442774394556,0.0030696220311872136,0.23518949554667595,-0.0260347162192846,28.57142857142857,14.370662112632406,5.7482648450529625,7
220,0.5,29651.531858148628,0.0029291269014957155,0.24124319715329998,-0.02342747301025717,50.0,6.483160768157669,6.483160768157669,6
240,0.2,3698.64637759331,0.0003696047148811221,0.06829644994997504,-0.015944463505623854,33.33333333333333,2.6219447129099756,1.3109723564549878,12
240,0.25,1675.4561489368332,0.00016758002350147905,0.03268939963503419,-0.016582876854647727,45.45454545454545,1.3916466279423456,1.1597055232852882,11
240,0.3,9618.631100562136,0.0009586440419595554,0.15102957052450794,-0.015340422034229402,41.66666666666667,2.71805109928599,1.9414650709185644,12
240,0.35,29462.188139955957,0.0029106647132910446,0.238905519844907,-0.02389687630709835,37.5,9.713760413681984,5.82825624820919,8
240,0.4,32826.420066123355,0.0032382439703553256,0.22983124625984408,-0.027556540960253083,28.57142857142857,12.913424986287353,5.165369994514942,7
240,0.45,30545.457499618595,0.003016248961819512,0.24340141644015964,-0.023632687713694395,16.666666666666664,34.809156702173,6.961831340434599,6
240,0.5,34055.08360386959,0.0033576410544311486,0.29344489280962843,-0.02173491794704581,66.66666666666666,8.044836394817542,16.089672789635085,6
260,0.2,8460.189091406217,0.0008436239371227838,0.1313878884765915,-0.013855047632342916,33.33333333333333,3.8113588664252944,1.9056794332126472,9
