entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2017-04-26,0.04688145828291514,2017-06-08,0.22647524577416575,LONG,213303,38307.893653246225
2018-01-02,0.3143938087625206,2018-04-27,0.2620080418612988,LONG,31807,-1666.2340878271625
2018-04-27,0.27105554078200433,2018-05-08,0.19112224850690654,LONG,36892,-2948.8990186129076
2018-05-08,0.20346067933426604,2018-07-25,0.1584643338347109,LONG,49149,-2211.5253849576357
2019-06-18,0.14958084774571156,2019-08-12,0.1151396043564837,LONG,66853,-2302.5004443000507
2019-08-12,0.08846542148124073,2019-10-16,0.09314640673062094,LONG,113038,529.1292106194401
2020-02-21,0.1601552103672375,2020-03-12,0.1109521937497436,LONG,62439,-3072.187154579702
2020-03-12,0.11584764990285595,2021-02-19,0.1585726028137719,LONG,86320,3688.0179352702635
2022-04-13,0.1680276537240804,2022-06-13,0.14653935513226252,LONG,59514,-1278.8546023934498
2022-06-13,0.14067779684122425,2023-08-02,0.18002330243386985,LONG,71084,2796.83591954762
2024-03-06,0.2382332981755105,2025-06-23,0.2754052786446147,LONG,41975,1560.2938801906496
2026-01-13,0.36533325951346707,2026-06-03,0.4320110367755501,LONG,27372,1825.1041192177363
