entry_date,entry_price,exit_date,exit_price,side,shares,pnl
2017-08-22,24.600000381469727,2018-09-03,30.0,LONG,406,2192.399845123291
2018-09-03,30.0,2020-07-07,18.549999237060547,SHORT,333,-3812.850254058838
2020-07-07,18.549999237060547,2025-10-14,1730.0,LONG,539,922471.5504112244
2025-10-14,1730.0,2025-12-02,2654.3,SHORT,5,-4621.500000000001
2025-12-02,2580.0,2026-02-25,1960.0,SHORT,3,-1860.0
2026-02-25,1960.0,2026-06-03,1949.0,LONG,5,-55.0
